session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,user_id
0.6,23,1,0,0,0,0.0,0.0,0.0,Sure Thing,521963
1.1,38,1,1,0,0,0.06,0.03,0.03,Sure Thing,522086
1.35,45,1,0,0,0,0.15,0.12,0.04,Sure Thing,522201
1.25,33,0,0,0,0,0.1,0.11,-0.02,Sure Thing,522315
0.85,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,523077
2.52,30,0,0,1,0,0.69,0.68,0.01,Sure Thing,524861
1.82,43,1,0,0,0,0.24,0.12,0.12,Persuadable,526062
0.25,39,1,0,0,1,0.01,0.01,0.01,Sure Thing,527467
3.22,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,528490
3.23,66,0,0,1,1,0.52,0.36,0.16,Persuadable,528842
1.12,16,0,0,0,0,0.05,0.06,-0.01,Sure Thing,528909
1.22,50,1,1,0,0,0.1,0.11,-0.0,Sure Thing,530329
1.33,38,1,1,0,0,0.18,0.12,0.06,Persuadable,530667
1.3,35,0,1,0,0,0.19,0.11,0.08,Persuadable,530881
0.28,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,531027
1.93,39,0,0,0,0,0.32,0.22,0.1,Persuadable,533490
2.0,46,1,0,0,0,0.46,0.52,-0.05,Do Not Disturb,533542
0.6,36,0,1,0,0,0.01,0.01,0.0,Sure Thing,534688
1.75,56,1,0,0,0,0.23,0.13,0.09,Persuadable,535003
0.65,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,535051
0.62,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,535737
0.85,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,536212
2.98,58,0,0,1,0,0.62,0.64,-0.01,Sure Thing,537688
1.13,49,0,0,0,0,0.07,0.03,0.04,Sure Thing,538260
2.72,58,1,0,1,0,0.61,0.61,0.0,Sure Thing,538274
2.78,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,538529
0.63,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,538944
1.7,16,0,0,0,0,0.14,0.09,0.04,Sure Thing,539304
2.25,39,0,0,1,0,0.67,0.71,-0.04,Do Not Disturb,539320
1.33,46,0,0,0,0,0.16,0.11,0.06,Persuadable,540622
2.62,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,541505
0.63,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,541540
0.4,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,542196
1.73,35,1,1,0,0,0.24,0.14,0.1,Persuadable,542326
0.38,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,542815
1.18,19,0,0,0,0,0.06,0.06,0.01,Sure Thing,543660
0.63,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,544254
4.37,37,0,1,1,1,0.66,0.64,0.03,Sure Thing,544926
0.98,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,545089
0.77,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,545249
0.25,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,545300
1.23,73,1,0,0,0,0.14,0.13,0.01,Sure Thing,545763
3.68,51,1,1,1,0,0.67,0.67,0.0,Sure Thing,546256
2.47,24,0,0,0,0,0.55,0.33,0.22,Persuadable,547201
5.93,51,1,1,1,0,0.64,0.6,0.04,Sure Thing,548222
0.87,28,1,0,0,1,0.01,0.0,0.01,Sure Thing,549058
1.28,46,0,0,0,1,0.16,0.1,0.06,Persuadable,549611
8.02,48,1,1,1,0,0.64,0.6,0.04,Sure Thing,549631
2.87,35,0,1,1,0,0.69,0.69,0.0,Sure Thing,549797
1.1,33,0,0,0,0,0.05,0.04,0.02,Sure Thing,550105
0.28,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,551978
2.12,53,1,1,1,0,0.6,0.52,0.07,Persuadable,554026
1.12,39,0,0,0,0,0.07,0.03,0.03,Sure Thing,554853
9.2,42,0,0,1,0,0.69,0.67,0.03,Sure Thing,556824
1.73,43,0,0,0,0,0.22,0.11,0.11,Persuadable,557107
2.15,39,1,0,0,0,0.61,0.59,0.02,Sure Thing,557282
1.28,47,1,0,0,0,0.16,0.11,0.05,Sure Thing,558018
0.63,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,559432
2.13,43,0,0,1,0,0.64,0.58,0.06,Persuadable,559981
1.13,45,1,0,0,0,0.07,0.03,0.04,Sure Thing,560291
3.3,37,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,560511
7.48,19,0,0,1,0,0.47,0.34,0.13,Persuadable,561687
2.42,48,1,1,1,1,0.67,0.68,-0.01,Sure Thing,563544
1.42,40,0,0,0,0,0.18,0.11,0.07,Persuadable,563787
2.27,40,0,0,0,0,0.67,0.71,-0.04,Do Not Disturb,564252
2.65,32,0,0,1,0,0.7,0.68,0.02,Sure Thing,565251
1.35,30,0,1,0,1,0.22,0.12,0.1,Persuadable,565764
0.87,62,1,1,0,1,0.01,0.0,0.01,Sure Thing,566432
0.25,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,567943
0.25,45,1,0,0,1,0.01,0.01,0.0,Sure Thing,568064
0.38,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,568463
5.13,40,1,1,1,0,0.65,0.6,0.04,Sure Thing,569572
3.38,35,1,0,0,0,0.68,0.69,-0.0,Sure Thing,569817
1.23,27,0,0,0,0,0.11,0.11,0.0,Sure Thing,571757
1.15,40,1,1,0,0,0.1,0.04,0.05,Persuadable,573922
0.63,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,574003
0.6,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,575923
2.17,50,1,1,1,0,0.6,0.62,-0.03,Do Not Disturb,576103
2.35,44,1,1,1,0,0.67,0.68,-0.01,Sure Thing,576541
3.08,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,577255
3.05,42,0,1,1,1,0.7,0.69,0.01,Sure Thing,577287
0.37,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,577539
2.1,40,0,1,0,0,0.56,0.55,0.01,Sure Thing,577625
1.63,27,1,1,0,0,0.27,0.12,0.15,Persuadable,577901
0.5,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,578503
2.42,48,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,581269
0.35,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,581461
4.67,42,0,0,1,0,0.68,0.67,0.01,Sure Thing,581721
0.35,66,0,0,0,0,0.01,0.0,0.01,Sure Thing,581729
1.4,54,1,1,0,0,0.16,0.13,0.03,Sure Thing,581770
3.52,52,1,0,1,0,0.7,0.69,0.0,Sure Thing,581901
0.78,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,582577
1.65,53,0,0,0,0,0.21,0.11,0.1,Persuadable,584549
12.52,54,1,1,1,0,0.64,0.62,0.02,Sure Thing,584843
2.48,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,586124
1.12,53,1,1,0,0,0.08,0.02,0.06,Persuadable,587233
3.87,52,0,1,1,0,0.69,0.66,0.04,Sure Thing,587810
2.73,49,0,0,0,0,0.71,0.72,-0.01,Sure Thing,588414
2.35,48,0,0,0,0,0.7,0.72,-0.02,Do Not Disturb,589775
0.5,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,590077
0.25,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,590473
3.27,35,0,0,0,0,0.71,0.72,-0.01,Sure Thing,592132
0.27,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,594516
0.6,50,1,0,0,1,0.01,0.01,0.01,Sure Thing,594644
1.15,24,0,0,1,1,0.13,0.04,0.09,Persuadable,595897
0.23,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,596320
0.5,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,597300
0.62,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,600018
2.17,56,1,1,0,0,0.53,0.51,0.02,Sure Thing,601282
3.62,40,0,0,0,0,0.7,0.7,0.01,Sure Thing,603875
0.8,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,604982
0.45,52,1,1,0,0,0.01,0.0,0.01,Sure Thing,605780
1.47,17,0,1,0,0,0.3,0.11,0.19,Persuadable,610338
1.25,38,0,0,0,0,0.1,0.11,-0.01,Sure Thing,614828
2.32,80,1,0,0,0,0.44,0.3,0.14,Persuadable,616086
1.48,24,0,0,0,0,0.22,0.12,0.1,Persuadable,616734
0.6,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,621081
1.1,40,0,0,0,0,0.05,0.04,0.01,Sure Thing,622708
2.58,40,0,0,1,0,0.7,0.72,-0.02,Sure Thing,624198
1.92,21,0,0,0,0,0.21,0.17,0.05,Sure Thing,625555
0.58,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,627436
0.83,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,628694
1.27,39,0,0,0,0,0.17,0.11,0.06,Persuadable,630694
15.0,49,0,0,1,0,0.75,0.7,0.06,Persuadable,632136
3.95,49,1,0,0,0,0.67,0.68,-0.01,Sure Thing,632316
1.5,49,1,1,0,0,0.22,0.12,0.09,Persuadable,632425
3.3,54,0,0,1,0,0.68,0.72,-0.04,Do Not Disturb,632461
0.98,40,0,0,0,1,0.01,0.01,-0.0,Sure Thing,632631
9.4,26,1,1,1,0,0.65,0.57,0.08,Persuadable,632749
3.17,43,0,0,1,0,0.71,0.72,-0.01,Sure Thing,632965
3.37,47,1,1,1,1,0.68,0.67,0.0,Sure Thing,632988
1.98,24,0,1,0,0,0.39,0.34,0.05,Persuadable,633235
1.42,22,1,1,0,0,0.28,0.11,0.17,Persuadable,633314
0.7,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,633406
0.73,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,204997
0.85,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,338086
0.83,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,353694
2.3,40,1,1,1,0,0.65,0.68,-0.03,Do Not Disturb,357737
0.48,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,435596
1.97,35,1,0,0,0,0.3,0.37,-0.08,Do Not Disturb,438189
4.4,28,0,0,1,0,0.66,0.62,0.04,Sure Thing,448025
13.52,30,0,0,1,0,0.76,0.64,0.12,Persuadable,467892
1.02,30,0,0,0,0,0.01,0.01,0.01,Sure Thing,475060
1.62,49,1,1,0,0,0.21,0.12,0.09,Persuadable,491241
15.47,41,0,0,1,1,0.8,0.7,0.11,Persuadable,497077
2.72,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,499375
2.42,54,1,1,0,0,0.66,0.68,-0.02,Do Not Disturb,502412
1.63,18,0,1,0,0,0.17,0.08,0.09,Persuadable,503483
0.73,30,1,1,0,0,0.01,0.0,0.01,Sure Thing,505172
0.23,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,510079
0.62,34,1,1,0,0,0.01,0.0,0.01,Sure Thing,510418
2.1,46,0,1,1,0,0.57,0.53,0.04,Sure Thing,511331
2.38,41,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,511489
1.25,17,0,1,0,0,0.11,0.1,0.02,Sure Thing,511552
2.52,16,0,1,1,0,0.36,0.29,0.06,Persuadable,511910
11.53,23,0,0,0,0,0.61,0.5,0.11,Persuadable,512305
1.25,32,0,1,0,0,0.11,0.11,0.01,Sure Thing,512922
1.23,35,0,1,0,0,0.11,0.11,0.0,Sure Thing,513241
1.18,48,1,1,0,0,0.11,0.08,0.03,Sure Thing,513347
1.08,42,0,0,0,0,0.06,0.03,0.03,Sure Thing,514586
5.78,37,1,1,1,0,0.64,0.6,0.03,Sure Thing,514623
2.05,46,1,1,1,0,0.56,0.51,0.05,Persuadable,515161
0.73,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,515580
0.5,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,515586
0.77,66,1,0,0,1,0.02,0.0,0.01,Sure Thing,515874
1.47,43,1,0,0,0,0.2,0.12,0.08,Persuadable,516217
7.05,44,0,0,0,0,0.7,0.67,0.03,Sure Thing,516290
2.8,42,1,0,0,0,0.69,0.71,-0.02,Sure Thing,516647
4.42,51,1,1,0,0,0.65,0.63,0.02,Sure Thing,516694
0.37,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,517105
2.22,52,1,1,1,0,0.61,0.67,-0.07,Do Not Disturb,517158
1.93,31,1,1,0,0,0.29,0.29,0.0,Sure Thing,518334
0.5,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,518372
2.48,44,1,0,0,0,0.69,0.71,-0.02,Sure Thing,518535
1.95,27,0,1,0,0,0.45,0.21,0.24,Persuadable,518735
1.43,26,0,1,0,0,0.26,0.12,0.15,Persuadable,518865
0.37,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,520097
1.48,41,1,1,1,0,0.25,0.12,0.13,Persuadable,520265
5.43,38,0,0,0,0,0.68,0.67,0.01,Sure Thing,520277
3.7,37,0,0,1,1,0.7,0.69,0.01,Sure Thing,520480
2.58,39,0,0,1,1,0.7,0.72,-0.01,Sure Thing,520770
1.52,36,0,0,0,1,0.18,0.12,0.06,Persuadable,521298
0.53,28,0,0,0,1,0.01,0.0,0.01,Sure Thing,522237
2.37,33,1,0,1,0,0.67,0.67,-0.0,Sure Thing,522441
2.23,47,1,0,1,0,0.64,0.7,-0.06,Do Not Disturb,522476
1.93,33,0,0,0,0,0.25,0.22,0.03,Sure Thing,522634
0.87,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,522911
2.87,34,1,0,1,0,0.68,0.67,0.01,Sure Thing,522999
2.77,31,1,0,1,0,0.68,0.67,0.01,Sure Thing,523228
2.2,39,1,1,1,1,0.6,0.67,-0.07,Do Not Disturb,523860
1.0,54,1,0,0,0,0.01,0.01,0.0,Sure Thing,524043
1.75,32,1,1,0,0,0.26,0.14,0.13,Persuadable,524842
0.97,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,525842
0.65,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,525920
0.52,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,526256
3.17,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,526297
2.33,38,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,528028
0.38,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,530240
2.7,32,0,1,0,0,0.68,0.66,0.01,Sure Thing,530869
2.05,35,0,1,1,0,0.55,0.51,0.04,Sure Thing,530881
2.97,54,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,531447
1.35,54,1,1,1,0,0.14,0.13,0.02,Sure Thing,532259
1.25,68,1,0,0,0,0.14,0.13,0.02,Sure Thing,532432
0.7,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,532500
0.85,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,532748
0.77,51,0,0,0,1,0.01,0.01,0.0,Sure Thing,533283
0.88,59,1,0,0,0,0.02,0.01,0.01,Sure Thing,535473
2.08,40,1,0,1,0,0.6,0.56,0.04,Sure Thing,535791
4.87,68,0,0,0,0,0.38,0.36,0.02,Sure Thing,536594
2.97,47,1,1,1,0,0.68,0.68,-0.0,Sure Thing,537289
0.5,48,0,0,0,0,0.01,0.01,0.0,Sure Thing,538279
1.37,50,1,0,0,0,0.17,0.12,0.05,Sure Thing,538944
3.25,16,0,0,1,0,0.47,0.32,0.15,Persuadable,539304
1.17,45,1,0,0,1,0.09,0.07,0.02,Sure Thing,539625
0.95,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,539627
2.82,41,1,1,1,0,0.67,0.68,-0.01,Sure Thing,539794
0.73,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,540244
0.48,37,1,1,0,0,0.01,0.0,0.01,Sure Thing,541262
2.7,50,1,1,1,0,0.68,0.68,-0.0,Sure Thing,541540
0.48,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,541988
0.75,34,1,0,0,0,0.01,0.0,0.01,Sure Thing,542451
3.85,57,0,0,0,0,0.57,0.6,-0.02,Do Not Disturb,543723
3.68,48,1,0,0,0,0.7,0.69,0.01,Sure Thing,544254
1.72,16,0,0,0,0,0.14,0.09,0.04,Sure Thing,544472
5.62,50,1,1,1,1,0.65,0.6,0.05,Persuadable,545249
0.87,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,545281
0.25,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,546728
1.13,50,0,0,0,0,0.07,0.03,0.04,Sure Thing,546867
0.5,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,547266
1.22,33,1,0,0,0,0.08,0.12,-0.04,Do Not Disturb,548190
2.28,25,1,0,0,0,0.66,0.63,0.03,Sure Thing,548743
3.98,44,0,1,1,0,0.66,0.65,0.01,Sure Thing,549292
2.23,38,0,0,1,0,0.63,0.71,-0.08,Do Not Disturb,550233
2.35,43,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,551804
2.27,30,0,0,1,0,0.66,0.67,-0.02,Sure Thing,553876
0.28,37,0,1,0,0,0.01,0.01,0.0,Sure Thing,554163
2.77,35,0,0,1,0,0.71,0.72,-0.01,Sure Thing,555151
1.35,37,1,0,1,1,0.16,0.13,0.03,Sure Thing,555310
0.88,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,555852
0.88,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,556043
7.52,33,0,0,1,0,0.69,0.61,0.08,Persuadable,556127
0.48,18,0,0,0,0,0.01,0.0,0.01,Sure Thing,559832
1.02,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,560508
1.45,52,1,1,0,0,0.21,0.12,0.09,Persuadable,561033
0.75,48,0,1,0,0,0.01,0.01,0.0,Sure Thing,564495
1.37,37,1,0,0,0,0.17,0.13,0.04,Sure Thing,564604
0.23,19,0,0,0,0,0.01,0.0,0.01,Sure Thing,565280
3.12,45,1,0,1,0,0.69,0.71,-0.01,Sure Thing,565464
0.72,64,1,0,0,0,0.01,0.01,0.01,Sure Thing,565510
0.88,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,566338
2.2,54,0,1,1,0,0.59,0.68,-0.08,Do Not Disturb,566735
0.65,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,567448
3.7,45,1,0,0,0,0.69,0.69,0.01,Sure Thing,568385
11.93,43,0,0,0,0,0.72,0.69,0.03,Sure Thing,569239
3.2,40,1,1,1,0,0.66,0.68,-0.02,Sure Thing,569466
0.87,46,1,1,0,1,0.01,0.0,0.01,Sure Thing,572154
2.48,46,1,0,1,0,0.69,0.71,-0.01,Sure Thing,572479
0.65,19,0,0,0,0,0.01,0.0,0.01,Sure Thing,573365
1.0,30,0,0,0,0,0.01,0.01,0.01,Sure Thing,573698
1.6,40,1,1,0,0,0.24,0.12,0.12,Persuadable,573922
0.38,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,575055
2.78,43,1,0,0,0,0.69,0.71,-0.01,Sure Thing,575554
0.27,23,0,1,0,0,0.01,0.01,0.0,Sure Thing,575692
0.35,36,1,1,0,0,0.01,0.0,0.01,Sure Thing,576879
0.23,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,578549
0.13,40,1,1,0,1,0.01,0.0,0.01,Sure Thing,580944
3.33,46,1,0,0,0,0.7,0.7,-0.0,Sure Thing,581858
1.42,39,1,0,0,0,0.18,0.12,0.06,Persuadable,582482
2.72,39,0,0,0,0,0.7,0.72,-0.01,Sure Thing,582995
1.83,53,0,1,0,0,0.22,0.16,0.07,Persuadable,583623
4.9,49,1,0,1,0,0.67,0.66,0.01,Sure Thing,584666
0.27,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,588370
0.72,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,588797
1.25,37,0,0,0,0,0.1,0.11,-0.01,Sure Thing,589650
1.62,48,0,0,1,1,0.21,0.11,0.11,Persuadable,589775
4.3,58,1,0,0,0,0.53,0.58,-0.05,Do Not Disturb,590123
1.2,48,0,0,0,0,0.07,0.1,-0.03,Do Not Disturb,590227
1.87,40,0,0,0,0,0.27,0.16,0.12,Persuadable,590412
1.65,46,1,0,0,0,0.22,0.12,0.1,Persuadable,590473
1.48,21,0,0,0,0,0.28,0.12,0.15,Persuadable,593398
1.32,51,1,1,0,1,0.19,0.11,0.08,Persuadable,594449
0.62,33,1,0,0,0,0.01,0.0,0.01,Sure Thing,595171
3.83,49,1,0,1,0,0.69,0.68,0.01,Sure Thing,596220
0.67,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,596320
0.97,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,598233
2.25,47,1,0,1,0,0.66,0.7,-0.03,Do Not Disturb,598590
2.68,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,600886
0.35,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,603053
4.65,65,1,0,0,0,0.29,0.37,-0.08,Do Not Disturb,603341
1.22,39,0,0,0,1,0.09,0.11,-0.02,Do Not Disturb,605439
2.47,33,0,0,1,0,0.69,0.68,0.01,Sure Thing,605615
2.2,41,0,1,1,0,0.61,0.68,-0.07,Do Not Disturb,608287
1.62,17,0,1,0,1,0.21,0.1,0.12,Persuadable,610338
1.8,78,1,0,0,0,0.24,0.12,0.12,Persuadable,610905
1.0,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,612685
1.13,42,0,1,0,1,0.09,0.03,0.06,Persuadable,613275
1.37,21,0,0,0,0,0.17,0.12,0.06,Persuadable,616789
1.15,58,1,0,0,0,0.09,0.03,0.06,Persuadable,617990
2.35,51,1,1,1,0,0.67,0.68,-0.01,Sure Thing,621849
6.82,40,0,0,1,0,0.68,0.67,0.02,Sure Thing,622708
0.6,39,0,1,0,1,0.01,0.01,0.0,Sure Thing,623941
0.78,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,624762
0.13,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,630178
1.23,31,0,0,0,0,0.1,0.12,-0.02,Sure Thing,631174
3.33,24,0,0,1,1,0.52,0.35,0.17,Persuadable,631201
0.65,24,0,1,0,0,0.01,0.01,0.0,Sure Thing,633235
2.18,19,0,0,0,0,0.44,0.34,0.1,Persuadable,634601
3.32,18,0,1,0,0,0.4,0.26,0.14,Persuadable,634739
2.72,56,0,0,1,0,0.63,0.65,-0.02,Sure Thing,635249
2.78,46,1,1,1,1,0.67,0.68,-0.01,Sure Thing,635442
3.75,50,0,0,1,0,0.7,0.69,0.01,Sure Thing,635587
1.97,25,0,0,0,0,0.28,0.25,0.03,Sure Thing,635666
1.73,16,0,0,0,0,0.14,0.09,0.04,Sure Thing,635861
0.65,41,0,1,0,0,0.01,0.01,0.0,Sure Thing,635949
1.27,53,1,0,0,0,0.18,0.12,0.06,Persuadable,636078
3.33,46,0,0,1,1,0.71,0.71,-0.0,Sure Thing,636102
2.17,50,0,0,1,0,0.64,0.68,-0.04,Do Not Disturb,636520
0.27,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,636524
1.32,37,1,1,0,0,0.18,0.12,0.06,Persuadable,636526
0.63,34,0,1,0,0,0.01,0.0,0.01,Sure Thing,636739
4.38,32,0,0,1,0,0.68,0.62,0.06,Persuadable,372970
2.48,44,1,0,1,0,0.69,0.71,-0.02,Sure Thing,425632
0.73,54,0,0,0,0,0.01,0.01,0.01,Sure Thing,448154
0.37,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,451291
0.22,69,1,0,0,1,0.01,0.0,0.01,Sure Thing,480975
0.38,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,490576
0.63,49,1,1,0,0,0.02,0.0,0.01,Sure Thing,491241
3.45,41,1,0,0,1,0.69,0.69,-0.01,Sure Thing,496016
2.12,47,1,0,1,0,0.63,0.55,0.08,Persuadable,497225
0.15,36,1,0,0,0,0.01,0.01,0.0,Sure Thing,498574
0.83,35,1,0,0,0,0.01,0.01,0.0,Sure Thing,499028
2.1,32,0,0,1,0,0.6,0.57,0.04,Sure Thing,504473
3.57,35,0,0,1,0,0.71,0.7,0.01,Sure Thing,507431
2.32,34,1,0,0,0,0.67,0.67,-0.0,Sure Thing,510686
0.38,66,1,0,0,1,0.02,0.0,0.01,Sure Thing,508512
0.73,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,510494
3.92,46,1,1,1,0,0.65,0.66,-0.0,Sure Thing,510537
0.93,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,510946
3.1,46,1,0,1,0,0.69,0.71,-0.01,Sure Thing,511122
2.37,46,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,511783
0.48,41,0,0,0,1,0.01,0.01,0.0,Sure Thing,511884
1.52,47,1,0,0,0,0.22,0.12,0.1,Persuadable,512173
2.53,48,1,1,1,0,0.68,0.68,-0.0,Sure Thing,513387
0.38,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,513497
0.95,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,513659
1.1,35,1,0,0,1,0.06,0.04,0.02,Sure Thing,513844
6.42,50,0,0,0,0,0.68,0.67,0.02,Sure Thing,514167
2.48,31,0,0,1,1,0.69,0.68,0.01,Sure Thing,514261
2.12,21,0,0,0,0,0.37,0.3,0.06,Persuadable,514315
1.2,16,0,0,0,0,0.07,0.1,-0.03,Do Not Disturb,516340
1.95,36,0,0,1,0,0.39,0.24,0.15,Persuadable,517150
6.83,22,0,0,1,0,0.45,0.3,0.15,Persuadable,518495
1.23,53,0,0,0,0,0.08,0.11,-0.02,Do Not Disturb,518526
0.65,27,0,1,0,0,0.01,0.0,0.01,Sure Thing,518735
1.75,48,0,1,1,0,0.22,0.13,0.09,Persuadable,519393
1.0,39,1,1,0,0,0.02,0.01,0.01,Sure Thing,519596
5.58,42,0,0,1,0,0.69,0.67,0.02,Sure Thing,519848
0.77,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,519897
1.15,37,0,1,0,1,0.09,0.04,0.05,Persuadable,519965
3.4,35,0,0,0,0,0.71,0.7,0.01,Sure Thing,521343
3.57,46,0,0,1,0,0.71,0.7,0.01,Sure Thing,521768
1.0,36,0,1,0,0,0.01,0.01,-0.0,Sure Thing,522373
0.63,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,522631
8.05,44,1,1,0,1,0.64,0.6,0.04,Sure Thing,522687
2.82,36,0,0,1,0,0.7,0.72,-0.01,Sure Thing,523256
4.73,33,0,0,1,0,0.68,0.62,0.06,Persuadable,523290
2.2,37,1,1,0,0,0.6,0.67,-0.07,Do Not Disturb,523338
1.13,70,0,0,0,0,0.12,0.02,0.1,Persuadable,524739
2.35,16,0,0,0,1,0.47,0.33,0.14,Persuadable,525379
0.15,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,525405
2.32,44,1,1,1,0,0.66,0.68,-0.02,Sure Thing,525546
5.18,44,0,0,1,0,0.68,0.67,0.02,Sure Thing,525996
1.75,68,1,0,0,0,0.25,0.13,0.12,Persuadable,526036
0.9,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,526443
0.6,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,526495
1.08,28,0,0,0,0,0.07,0.04,0.03,Sure Thing,526789
10.25,32,1,1,0,0,0.67,0.57,0.1,Persuadable,528179
4.13,49,1,0,1,0,0.68,0.67,0.0,Sure Thing,528322
1.42,47,1,0,0,0,0.19,0.12,0.07,Persuadable,529019
2.35,39,0,1,0,0,0.69,0.69,-0.0,Sure Thing,529566
0.67,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,530188
2.48,44,0,1,1,0,0.7,0.69,0.01,Sure Thing,530322
5.12,41,1,0,1,0,0.66,0.66,0.0,Sure Thing,530720
3.47,36,0,0,1,0,0.71,0.7,0.01,Sure Thing,531807
1.0,44,0,0,0,0,0.01,0.01,-0.0,Sure Thing,531921
