session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,user_id
0.85,51,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,594449
3.05,43,0,0,0,1,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),595442
1.85,33,1,0,0,0,0.21,0.17,0.04,Sure Thing,0.17,No Action,600057
1.13,65,1,0,0,0,0.08,0.01,0.07,Persuadable,0.03,Give Discount,602921
5.1,44,0,0,0,0,0.68,0.67,0.02,Sure Thing,0.7,No Discount (Sure Thing),603053
0.35,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,605494
0.73,49,0,1,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,606762
3.98,26,0,0,1,0,0.59,0.62,-0.04,Do Not Disturb,0.66,Avoid (Do Not Disturb),608086
0.12,63,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,608866
2.7,36,0,0,0,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),609262
1.02,23,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,612562
0.87,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,613383
0.4,65,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,614793
3.5,36,0,1,1,0,0.69,0.68,0.01,Sure Thing,0.68,No Action,616992
2.03,67,0,0,0,0,0.49,0.14,0.35,Persuadable,0.24,Give Discount,618664
2.83,35,0,1,0,0,0.69,0.69,0.0,Sure Thing,0.68,No Action,620394
1.0,39,0,1,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),623941
1.97,36,0,1,0,0,0.41,0.26,0.16,Persuadable,0.29,Give Discount,625089
1.0,21,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,625555
1.28,58,0,0,0,0,0.25,0.11,0.14,Persuadable,0.12,Give Discount,625597
0.48,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,625700
0.25,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,626114
7.37,47,0,0,0,0,0.69,0.67,0.02,Sure Thing,0.7,No Discount (Sure Thing),627436
4.13,16,0,1,0,0,0.28,0.22,0.06,Persuadable,0.23,Give Discount,628762
1.63,18,0,0,0,1,0.12,0.08,0.04,Sure Thing,0.08,No Action,629812
0.9,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,630178
0.53,17,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,630267
2.58,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),630609
0.97,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,630694
0.82,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,631174
1.1,24,0,0,0,0,0.07,0.05,0.02,Sure Thing,0.07,No Action,631201
1.95,38,1,0,0,0,0.35,0.34,0.01,Sure Thing,0.31,No Action,631388
0.98,45,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),631787
2.12,68,1,0,0,0,0.36,0.25,0.11,Persuadable,0.27,Give Discount,631872
0.12,30,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,386255
2.78,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),437251
3.15,31,1,0,0,0,0.68,0.67,0.01,Sure Thing,0.66,No Action,444885
2.43,41,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),454934
2.0,38,1,1,0,0,0.47,0.46,0.01,Sure Thing,0.46,No Action,458762
0.47,48,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,460072
3.0,31,0,0,1,0,0.69,0.68,0.02,Sure Thing,0.67,No Action,461559
1.4,50,0,0,0,1,0.18,0.11,0.08,Persuadable,0.12,Give Discount,462894
1.65,30,0,0,0,1,0.18,0.12,0.05,Persuadable,0.13,Give Discount,463867
1.87,41,0,0,1,0,0.27,0.16,0.11,Persuadable,0.16,Give Discount,472394
2.73,49,0,1,0,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,476104
22.43,32,0,1,1,0,0.94,0.61,0.32,Persuadable,0.81,No Discount (Sure Thing),485891
3.07,53,1,1,1,1,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),495386
2.25,41,1,0,0,0,0.65,0.7,-0.05,Do Not Disturb,0.7,Avoid (Do Not Disturb),496016
2.15,36,1,0,0,0,0.62,0.59,0.03,Sure Thing,0.6,No Action,498574
0.85,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,501897
0.62,31,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,504665
5.03,36,1,1,1,0,0.65,0.6,0.04,Sure Thing,0.66,No Action,511803
1.22,16,0,1,0,0,0.09,0.1,-0.02,Sure Thing,0.09,Avoid (Do Not Disturb),511878
4.45,51,1,1,1,0,0.65,0.63,0.02,Sure Thing,0.66,No Action,511902
1.47,29,0,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,512078
0.78,47,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,512173
2.7,36,0,0,0,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),512463
3.55,36,0,0,0,0,0.71,0.7,0.01,Sure Thing,0.71,No Discount (Sure Thing),512587
3.37,33,1,0,1,0,0.68,0.66,0.02,Sure Thing,0.66,No Action,512999
1.63,48,0,0,0,1,0.21,0.11,0.11,Persuadable,0.12,Give Discount,513964
1.62,75,0,0,1,1,0.36,0.13,0.23,Persuadable,0.21,Give Discount,514021
0.62,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,514210
2.38,51,1,1,0,0,0.66,0.68,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),514318
0.23,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,515985
0.75,31,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,516001
0.73,49,1,1,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,516105
2.83,40,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),516211
2.1,31,0,1,0,0,0.54,0.52,0.02,Sure Thing,0.52,No Action,516243
1.92,23,1,1,0,0,0.3,0.19,0.11,Persuadable,0.19,Give Discount,516283
2.22,25,0,1,0,0,0.56,0.56,0.0,Sure Thing,0.56,No Action,516765
2.37,53,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),517061
2.82,39,0,1,1,0,0.69,0.69,0.0,Sure Thing,0.68,No Action,518015
0.47,55,1,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,518196
1.87,62,1,1,0,0,0.18,0.2,-0.02,Sure Thing,0.19,Avoid (Do Not Disturb),518450
2.22,43,1,1,1,1,0.61,0.67,-0.06,Do Not Disturb,0.66,Avoid (Do Not Disturb),518480
2.3,53,0,0,0,0,0.68,0.72,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),518526
2.53,36,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),518870
1.72,39,1,1,0,0,0.25,0.13,0.12,Persuadable,0.15,Give Discount,519596
2.87,44,1,0,1,1,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),519747
4.93,56,0,1,1,0,0.55,0.54,0.01,Sure Thing,0.57,No Action,519846
1.42,42,0,0,0,0,0.18,0.11,0.07,Persuadable,0.12,Give Discount,519848
1.27,43,1,0,0,0,0.16,0.12,0.04,Sure Thing,0.12,No Action,520397
1.15,23,0,0,0,0,0.09,0.05,0.04,Sure Thing,0.06,No Action,520603
2.2,28,0,0,0,1,0.61,0.66,-0.05,Do Not Disturb,0.65,Avoid (Do Not Disturb),520762
2.63,47,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),521434
2.68,33,0,0,0,0,0.7,0.68,0.01,Sure Thing,0.67,No Action,521663
1.23,37,1,0,1,1,0.12,0.13,-0.01,Sure Thing,0.12,Avoid (Do Not Disturb),521695
0.6,23,1,0,0,0,0.0,0.0,0.0,Sure Thing,0.01,No Action,521963
1.1,38,1,1,0,0,0.06,0.03,0.03,Sure Thing,0.04,No Action,522086
1.35,45,1,0,0,0,0.15,0.12,0.04,Sure Thing,0.12,No Action,522201
1.25,33,0,0,0,0,0.1,0.11,-0.02,Sure Thing,0.11,Avoid (Do Not Disturb),522315
0.85,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,523077
2.52,30,0,0,1,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,524861
1.82,43,1,0,0,0,0.24,0.12,0.12,Persuadable,0.13,Give Discount,526062
0.25,39,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.0,No Action,527467
3.22,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),528490
3.23,66,0,0,1,1,0.52,0.36,0.16,Persuadable,0.39,Give Discount,528842
1.12,16,0,0,0,0,0.05,0.06,-0.01,Sure Thing,0.06,Avoid (Do Not Disturb),528909
1.22,50,1,1,0,0,0.1,0.11,-0.0,Sure Thing,0.11,Avoid (Do Not Disturb),530329
1.33,38,1,1,0,0,0.18,0.12,0.06,Persuadable,0.13,Give Discount,530667
1.3,35,0,1,0,0,0.19,0.11,0.08,Persuadable,0.12,Give Discount,530881
0.28,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,531027
1.93,39,0,0,0,0,0.32,0.22,0.1,Persuadable,0.23,Give Discount,533490
2.0,46,1,0,0,0,0.46,0.52,-0.05,Do Not Disturb,0.53,Avoid (Do Not Disturb),533542
0.6,36,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,534688
1.75,56,1,0,0,0,0.23,0.13,0.09,Persuadable,0.14,Give Discount,535003
0.65,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,535051
0.62,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,535737
0.85,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,536212
2.98,58,0,0,1,0,0.62,0.64,-0.01,Sure Thing,0.6,Avoid (Do Not Disturb),537688
1.13,49,0,0,0,0,0.07,0.03,0.04,Sure Thing,0.03,No Action,538260
2.72,58,1,0,1,0,0.61,0.61,0.0,Sure Thing,0.58,No Action,538274
2.78,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),538529
0.63,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,538944
1.7,16,0,0,0,0,0.14,0.09,0.04,Sure Thing,0.1,No Action,539304
2.25,39,0,0,1,0,0.67,0.71,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),539320
1.33,46,0,0,0,0,0.16,0.11,0.06,Persuadable,0.12,Give Discount,540622
2.62,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),541505
0.63,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,541540
0.4,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,542196
1.73,35,1,1,0,0,0.24,0.14,0.1,Persuadable,0.16,Give Discount,542326
0.38,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,542815
1.18,19,0,0,0,0,0.06,0.06,0.01,Sure Thing,0.07,No Action,543660
0.63,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,544254
4.37,37,0,1,1,1,0.66,0.64,0.03,Sure Thing,0.67,No Action,544926
0.98,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,545089
0.77,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,545249
0.25,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,545300
1.23,73,1,0,0,0,0.14,0.13,0.01,Sure Thing,0.12,No Action,545763
3.68,51,1,1,1,0,0.67,0.67,0.0,Sure Thing,0.67,No Action,546256
2.47,24,0,0,0,0,0.55,0.33,0.22,Persuadable,0.34,Give Discount,547201
5.93,51,1,1,1,0,0.64,0.6,0.04,Sure Thing,0.66,No Action,548222
0.87,28,1,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,549058
1.28,46,0,0,0,1,0.16,0.1,0.06,Persuadable,0.11,Give Discount,549611
8.02,48,1,1,1,0,0.64,0.6,0.04,Sure Thing,0.66,No Action,549631
2.87,35,0,1,1,0,0.69,0.69,0.0,Sure Thing,0.68,No Action,549797
1.1,33,0,0,0,0,0.05,0.04,0.02,Sure Thing,0.04,No Action,550105
0.28,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,551978
2.12,53,1,1,1,0,0.6,0.52,0.07,Persuadable,0.52,Give Discount,554026
1.12,39,0,0,0,0,0.07,0.03,0.03,Sure Thing,0.04,No Action,554853
9.2,42,0,0,1,0,0.69,0.67,0.03,Sure Thing,0.7,No Discount (Sure Thing),556824
1.73,43,0,0,0,0,0.22,0.11,0.11,Persuadable,0.12,Give Discount,557107
2.15,39,1,0,0,0,0.61,0.59,0.02,Sure Thing,0.59,No Action,557282
1.28,47,1,0,0,0,0.16,0.11,0.05,Sure Thing,0.12,No Action,558018
0.63,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,559432
2.13,43,0,0,1,0,0.64,0.58,0.06,Persuadable,0.6,Give Discount,559981
1.13,45,1,0,0,0,0.07,0.03,0.04,Sure Thing,0.03,No Action,560291
3.3,37,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),560511
7.48,19,0,0,1,0,0.47,0.34,0.13,Persuadable,0.33,Give Discount,561687
2.42,48,1,1,1,1,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),563544
1.42,40,0,0,0,0,0.18,0.11,0.07,Persuadable,0.12,Give Discount,563787
2.27,40,0,0,0,0,0.67,0.71,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),564252
2.65,32,0,0,1,0,0.7,0.68,0.02,Sure Thing,0.67,No Action,565251
1.35,30,0,1,0,1,0.22,0.12,0.1,Persuadable,0.13,Give Discount,565764
0.87,62,1,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,566432
0.25,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,567943
0.25,45,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,568064
0.38,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),568463
5.13,40,1,1,1,0,0.65,0.6,0.04,Sure Thing,0.66,No Action,569572
3.38,35,1,0,0,0,0.68,0.69,-0.0,Sure Thing,0.7,No Discount (Sure Thing),569817
1.23,27,0,0,0,0,0.11,0.11,0.0,Sure Thing,0.11,No Action,571757
1.15,40,1,1,0,0,0.1,0.04,0.05,Persuadable,0.06,Give Discount,573922
0.63,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,574003
0.6,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,575923
2.17,50,1,1,1,0,0.6,0.62,-0.03,Do Not Disturb,0.61,Avoid (Do Not Disturb),576103
2.35,44,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),576541
3.08,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),577255
3.05,42,0,1,1,1,0.7,0.69,0.01,Sure Thing,0.68,No Action,577287
0.37,32,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,577539
2.1,40,0,1,0,0,0.56,0.55,0.01,Sure Thing,0.55,No Action,577625
1.63,27,1,1,0,0,0.27,0.12,0.15,Persuadable,0.13,Give Discount,577901
0.5,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,578503
2.42,48,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),581269
0.35,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,581461
4.67,42,0,0,1,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),581721
0.35,66,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,581729
1.4,54,1,1,0,0,0.16,0.13,0.03,Sure Thing,0.14,No Action,581770
3.52,52,1,0,1,0,0.7,0.69,0.0,Sure Thing,0.7,No Discount (Sure Thing),581901
0.78,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,582577
1.65,53,0,0,0,0,0.21,0.11,0.1,Persuadable,0.13,Give Discount,584549
12.52,54,1,1,1,0,0.64,0.62,0.02,Sure Thing,0.66,No Action,584843
2.48,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),586124
1.12,53,1,1,0,0,0.08,0.02,0.06,Persuadable,0.03,Give Discount,587233
3.87,52,0,1,1,0,0.69,0.66,0.04,Sure Thing,0.68,No Action,587810
2.73,49,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),588414
2.35,48,0,0,0,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),589775
0.5,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,590077
0.25,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,590473
3.27,35,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),592132
0.27,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,594516
0.6,50,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.0,No Action,594644
1.15,24,0,0,1,1,0.13,0.04,0.09,Persuadable,0.06,Give Discount,595897
0.23,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,596320
0.5,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,597300
0.62,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,600018
2.17,56,1,1,0,0,0.53,0.51,0.02,Sure Thing,0.5,No Action,601282
3.62,40,0,0,0,0,0.7,0.7,0.01,Sure Thing,0.71,No Discount (Sure Thing),603875
0.8,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,604982
0.45,52,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,605780
1.47,17,0,1,0,0,0.3,0.11,0.19,Persuadable,0.12,Give Discount,610338
1.25,38,0,0,0,0,0.1,0.11,-0.01,Sure Thing,0.11,Avoid (Do Not Disturb),614828
2.32,80,1,0,0,0,0.44,0.3,0.14,Persuadable,0.31,Give Discount,616086
1.48,24,0,0,0,0,0.22,0.12,0.1,Persuadable,0.12,Give Discount,616734
0.6,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,621081
1.1,40,0,0,0,0,0.05,0.04,0.01,Sure Thing,0.04,No Action,622708
2.58,40,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),624198
1.92,21,0,0,0,0,0.21,0.17,0.05,Sure Thing,0.16,No Action,625555
0.58,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,627436
0.83,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,628694
1.27,39,0,0,0,0,0.17,0.11,0.06,Persuadable,0.12,Give Discount,630694
15.0,49,0,0,1,0,0.75,0.7,0.06,Persuadable,0.75,No Discount (Sure Thing),632136
3.95,49,1,0,0,0,0.67,0.68,-0.01,Sure Thing,0.7,Avoid (Do Not Disturb),632316
1.5,49,1,1,0,0,0.22,0.12,0.09,Persuadable,0.14,Give Discount,632425
3.3,54,0,0,1,0,0.68,0.72,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),632461
0.98,40,0,0,0,1,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),632631
9.4,26,1,1,1,0,0.65,0.57,0.08,Persuadable,0.63,Give Discount,632749
3.17,43,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),632965
3.37,47,1,1,1,1,0.68,0.67,0.0,Sure Thing,0.67,No Action,632988
1.98,24,0,1,0,0,0.39,0.34,0.05,Persuadable,0.36,Give Discount,633235
1.42,22,1,1,0,0,0.28,0.11,0.17,Persuadable,0.11,Give Discount,633314
0.7,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.0,No Action,633406
0.73,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,204997
0.85,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,338086
0.83,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,353694
2.3,40,1,1,1,0,0.65,0.68,-0.03,Do Not Disturb,0.67,Avoid (Do Not Disturb),357737
0.48,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),435596
1.97,35,1,0,0,0,0.3,0.37,-0.08,Do Not Disturb,0.31,Avoid (Do Not Disturb),438189
4.4,28,0,0,1,0,0.66,0.62,0.04,Sure Thing,0.66,No Action,448025
13.52,30,0,0,1,0,0.76,0.64,0.12,Persuadable,0.69,Give Discount,467892
1.02,30,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,475060
1.62,49,1,1,0,0,0.21,0.12,0.09,Persuadable,0.14,Give Discount,491241
15.47,41,0,0,1,1,0.8,0.7,0.11,Persuadable,0.75,No Discount (Sure Thing),497077
2.72,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),499375
2.42,54,1,1,0,0,0.66,0.68,-0.02,Do Not Disturb,0.67,Avoid (Do Not Disturb),502412
1.63,18,0,1,0,0,0.17,0.08,0.09,Persuadable,0.09,Give Discount,503483
0.73,30,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,505172
0.23,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,510079
0.62,34,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,510418
2.1,46,0,1,1,0,0.57,0.53,0.04,Sure Thing,0.54,No Action,511331
2.38,41,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),511489
1.25,17,0,1,0,0,0.11,0.1,0.02,Sure Thing,0.09,No Action,511552
2.52,16,0,1,1,0,0.36,0.29,0.06,Persuadable,0.28,Give Discount,511910
11.53,23,0,0,0,0,0.61,0.5,0.11,Persuadable,0.56,Give Discount,512305
1.25,32,0,1,0,0,0.11,0.11,0.01,Sure Thing,0.11,No Action,512922
1.23,35,0,1,0,0,0.11,0.11,0.0,Sure Thing,0.11,No Action,513241
1.18,48,1,1,0,0,0.11,0.08,0.03,Sure Thing,0.09,No Action,513347
1.08,42,0,0,0,0,0.06,0.03,0.03,Sure Thing,0.04,No Action,514586
5.78,37,1,1,1,0,0.64,0.6,0.03,Sure Thing,0.66,No Action,514623
2.05,46,1,1,1,0,0.56,0.51,0.05,Persuadable,0.51,Give Discount,515161
0.73,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,515580
0.5,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),515586
0.77,66,1,0,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,515874
1.47,43,1,0,0,0,0.2,0.12,0.08,Persuadable,0.12,Give Discount,516217
7.05,44,0,0,0,0,0.7,0.67,0.03,Sure Thing,0.7,No Discount (Sure Thing),516290
2.8,42,1,0,0,0,0.69,0.71,-0.02,Sure Thing,0.7,No Discount (Sure Thing),516647
4.42,51,1,1,0,0,0.65,0.63,0.02,Sure Thing,0.66,No Action,516694
0.37,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,517105
2.22,52,1,1,1,0,0.61,0.67,-0.07,Do Not Disturb,0.66,Avoid (Do Not Disturb),517158
1.93,31,1,1,0,0,0.29,0.29,0.0,Sure Thing,0.31,No Action,518334
0.5,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,518372
2.48,44,1,0,0,0,0.69,0.71,-0.02,Sure Thing,0.7,No Discount (Sure Thing),518535
1.95,27,0,1,0,0,0.45,0.21,0.24,Persuadable,0.24,Give Discount,518735
1.43,26,0,1,0,0,0.26,0.12,0.15,Persuadable,0.12,Give Discount,518865
0.37,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,520097
1.48,41,1,1,1,0,0.25,0.12,0.13,Persuadable,0.13,Give Discount,520265
5.43,38,0,0,0,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),520277
3.7,37,0,0,1,1,0.7,0.69,0.01,Sure Thing,0.71,No Discount (Sure Thing),520480
2.58,39,0,0,1,1,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),520770
1.52,36,0,0,0,1,0.18,0.12,0.06,Persuadable,0.13,Give Discount,521298
0.53,28,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,522237
2.37,33,1,0,1,0,0.67,0.67,-0.0,Sure Thing,0.66,Avoid (Do Not Disturb),522441
2.23,47,1,0,1,0,0.64,0.7,-0.06,Do Not Disturb,0.69,Avoid (Do Not Disturb),522476
1.93,33,0,0,0,0,0.25,0.22,0.03,Sure Thing,0.23,No Action,522634
0.87,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,522911
2.87,34,1,0,1,0,0.68,0.67,0.01,Sure Thing,0.66,No Action,522999
2.77,31,1,0,1,0,0.68,0.67,0.01,Sure Thing,0.66,No Action,523228
2.2,39,1,1,1,1,0.6,0.67,-0.07,Do Not Disturb,0.66,Avoid (Do Not Disturb),523860
1.0,54,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,524043
1.75,32,1,1,0,0,0.26,0.14,0.13,Persuadable,0.15,Give Discount,524842
0.97,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,525842
0.65,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,525920
0.52,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,526256
3.17,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),526297
2.33,38,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),528028
0.38,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,530240
2.7,32,0,1,0,0,0.68,0.66,0.01,Sure Thing,0.64,No Action,530869
2.05,35,0,1,1,0,0.55,0.51,0.04,Sure Thing,0.52,No Action,530881
2.97,54,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),531447
1.35,54,1,1,1,0,0.14,0.13,0.02,Sure Thing,0.14,No Action,532259
1.25,68,1,0,0,0,0.14,0.13,0.02,Sure Thing,0.12,No Action,532432
0.7,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,532500
0.85,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,532748
0.77,51,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,533283
0.88,59,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,535473
2.08,40,1,0,1,0,0.6,0.56,0.04,Sure Thing,0.57,No Action,535791
4.87,68,0,0,0,0,0.38,0.36,0.02,Sure Thing,0.36,No Action,536594
