session_duration,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,expected_value,decision,user_id
0.6,0.0,34,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.94,Low Priority,543713
2.0,542.21,55,1,1,1,0,0.77,0.82,-0.05,Do Not Disturb,0.82,-19.98,No Discount (Sure Thing),544271
1.12,0.0,16,0,0,0,0,0.08,0.05,0.03,Sure Thing,0.05,-11.71,Low Priority,545089
6.05,0.0,44,0,0,0,0,0.26,0.14,0.13,Persuadable,0.17,-2.21,Low Priority,546282
1.38,671.34,23,0,0,0,0,0.17,0.07,0.1,Persuadable,0.04,-5.14,Low Priority,546882
1.45,0.0,29,0,0,0,0,0.22,0.13,0.09,Persuadable,0.14,-5.74,Low Priority,547164
0.25,0.0,46,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,549611
3.25,0.0,48,1,1,0,0,0.23,0.15,0.08,Persuadable,0.17,-6.73,Low Priority,549631
2.78,0.0,32,0,0,0,1,0.25,0.16,0.09,Persuadable,0.17,-6.08,Low Priority,549992
1.32,467.37,68,0,0,0,0,0.14,0.08,0.06,Sure Thing,0.05,-9.38,Low Priority,550028
3.88,75.07,51,1,0,1,0,0.93,0.93,0.0,Lost Cause,0.93,-14.9,No Discount (Sure Thing),550300
0.77,0.0,70,1,0,0,1,0.02,0.0,0.01,Sure Thing,0.01,-13.63,Low Priority,550627
0.58,0.0,47,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.52,Low Priority,550752
2.4,394.27,44,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.37,No Discount (Sure Thing),551042
2.77,0.0,53,1,1,0,0,0.23,0.15,0.08,Persuadable,0.17,-6.9,Low Priority,552036
0.27,0.0,38,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.87,Low Priority,554753
1.62,470.52,35,0,0,0,0,0.07,0.13,-0.06,Do Not Disturb,0.07,-20.76,Avoid (Do Not Disturb),554956
2.6,0.0,16,0,0,0,0,0.22,0.14,0.08,Persuadable,0.14,-6.51,Low Priority,555058
5.02,92.29,48,1,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.63,No Discount (Sure Thing),555563
2.6,0.0,38,1,0,0,1,0.24,0.16,0.07,Sure Thing,0.18,-7.7,Low Priority,556314
2.47,349.3,64,1,0,1,0,0.86,0.91,-0.05,Do Not Disturb,0.89,-20.06,No Discount (Sure Thing),556673
0.5,0.0,74,0,0,0,0,0.06,0.01,0.05,Sure Thing,0.01,-9.97,Low Priority,557799
1.1,0.0,31,1,0,0,0,0.06,0.03,0.03,Sure Thing,0.04,-12.41,Low Priority,558294
2.18,0.0,49,1,1,1,0,0.22,0.16,0.06,Sure Thing,0.17,-9.04,Low Priority,559107
0.88,0.0,32,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,559863
1.13,0.0,54,1,0,0,0,0.1,0.02,0.07,Sure Thing,0.03,-7.71,Low Priority,559936
0.25,0.0,41,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,560125
0.48,0.0,46,1,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,-14.47,Low Priority,560341
0.62,0.0,38,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.01,Avoid (Do Not Disturb),561652
0.85,0.0,40,0,1,0,1,0.01,0.0,0.0,Sure Thing,0.01,-14.52,Low Priority,562010
10.55,0.0,41,0,0,1,0,0.27,0.3,-0.04,Do Not Disturb,0.25,-18.75,Avoid (Do Not Disturb),562612
0.63,0.0,33,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.79,Low Priority,563162
0.35,0.0,45,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.03,Avoid (Do Not Disturb),564737
0.5,0.0,45,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.03,Avoid (Do Not Disturb),565419
14.67,0.0,29,0,1,0,0,0.38,0.25,0.13,Persuadable,0.27,-2.06,Low Priority,566953
1.8,0.0,40,0,0,1,0,0.23,0.12,0.11,Persuadable,0.13,-4.09,Low Priority,569170
1.0,0.0,68,1,0,0,0,0.03,0.01,0.02,Sure Thing,0.01,-12.95,Low Priority,569643
0.9,0.0,35,1,0,0,1,0.01,0.0,0.0,Lost Cause,0.01,-14.88,Low Priority,570369
4.27,313.35,39,1,1,1,0,0.9,0.93,-0.02,Do Not Disturb,0.92,-17.19,No Discount (Sure Thing),571639
2.62,711.22,36,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.46,No Discount (Sure Thing),573244
2.55,406.81,44,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.28,No Discount (Sure Thing),573379
0.63,0.0,30,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.34,Low Priority,573698
1.13,0.0,48,1,1,0,0,0.08,0.02,0.05,Sure Thing,0.03,-9.9,Low Priority,574440
0.25,0.0,46,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.46,Low Priority,575733
2.08,135.34,54,0,0,1,0,0.86,0.91,-0.05,Do Not Disturb,0.89,-19.66,No Discount (Sure Thing),576966
1.87,0.0,41,0,0,0,0,0.23,0.13,0.1,Persuadable,0.14,-4.55,Low Priority,577145
3.0,0.0,67,1,0,1,1,0.28,0.14,0.13,Persuadable,0.15,-1.73,Low Priority,577944
0.38,0.0,27,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.97,Low Priority,579323
0.63,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,579589
0.73,0.0,51,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,580626
0.37,0.0,38,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.72,Low Priority,581438
1.93,0.0,46,1,0,0,0,0.25,0.14,0.11,Persuadable,0.14,-3.74,Low Priority,581858
0.5,0.0,39,1,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.53,Low Priority,582241
0.87,0.0,37,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,582484
0.6,0.0,43,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.34,Low Priority,583486
1.1,0.0,35,0,0,0,0,0.05,0.03,0.02,Sure Thing,0.03,-13.3,Low Priority,587899
0.78,0.0,47,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.81,Low Priority,588391
1.97,0.0,53,1,0,0,0,0.24,0.15,0.09,Persuadable,0.15,-5.53,Low Priority,590471
0.48,0.0,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.53,Low Priority,593494
0.85,0.0,51,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.41,Low Priority,594449
3.05,38.98,43,0,0,0,1,0.88,0.93,-0.05,Do Not Disturb,0.93,-20.44,No Discount (Sure Thing),595442
1.85,0.0,33,1,0,0,0,0.21,0.14,0.07,Sure Thing,0.15,-7.97,Low Priority,600057
1.13,0.0,65,1,0,0,0,0.08,0.02,0.06,Sure Thing,0.03,-9.16,Low Priority,602921
5.1,0.0,44,0,0,0,0,0.26,0.14,0.12,Persuadable,0.17,-2.66,Low Priority,603053
0.35,0.0,45,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.81,Low Priority,605494
0.73,0.0,49,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.89,Low Priority,606762
3.98,399.38,26,0,0,1,0,0.93,0.92,0.01,Sure Thing,0.92,-14.32,No Discount (Sure Thing),608086
0.12,0.0,63,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.99,Low Priority,608866
2.7,0.0,36,0,0,0,0,0.25,0.16,0.09,Persuadable,0.18,-6.33,Low Priority,609262
1.02,0.0,23,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.87,Low Priority,612562
0.87,0.0,37,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),613383
0.4,0.0,65,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.56,Low Priority,614793
3.5,122.29,36,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.07,No Discount (Sure Thing),616992
2.03,0.0,67,0,0,0,0,0.28,0.12,0.17,Persuadable,0.15,1.87,Give Discount,618664
2.83,0.0,35,0,1,0,0,0.24,0.16,0.08,Persuadable,0.17,-6.5,Low Priority,620394
1.0,0.0,39,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.95,Low Priority,623941
1.97,200.2,36,0,1,0,0,0.7,0.67,0.03,Sure Thing,0.71,-11.8,No Discount (Sure Thing),625089
1.0,0.0,21,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.37,Low Priority,625555
1.28,370.8,58,0,0,0,0,0.11,0.11,-0.0,Lost Cause,0.09,-15.3,Avoid (Do Not Disturb),625597
0.48,0.0,25,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,625700
0.25,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),626114
7.37,0.0,47,0,0,0,0,0.26,0.13,0.13,Persuadable,0.17,-1.75,Low Priority,627436
4.13,0.0,16,0,1,0,0,0.2,0.12,0.09,Persuadable,0.13,-6.37,Low Priority,628762
1.63,0.0,18,0,0,0,1,0.18,0.11,0.07,Sure Thing,0.11,-7.93,Low Priority,629812
0.9,0.0,39,1,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.53,Low Priority,630178
0.53,0.0,17,0,1,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.33,Avoid (Do Not Disturb),630267
2.58,124.97,37,0,0,1,0,0.92,0.93,-0.02,Do Not Disturb,0.93,-16.62,No Discount (Sure Thing),630609
0.97,0.0,39,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.91,Low Priority,630694
0.82,0.0,31,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,631174
1.1,0.0,24,0,0,0,0,0.07,0.04,0.03,Sure Thing,0.05,-11.84,Low Priority,631201
1.95,0.0,38,1,0,0,0,0.24,0.15,0.1,Persuadable,0.15,-5.42,Low Priority,631388
0.98,0.0,45,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.35,Avoid (Do Not Disturb),631787
2.12,0.0,68,1,0,0,0,0.22,0.14,0.08,Persuadable,0.15,-7.23,Low Priority,631872
0.12,0.0,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,386255
2.78,625.97,42,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.39,No Discount (Sure Thing),437251
3.15,0.0,31,1,0,0,0,0.24,0.17,0.07,Sure Thing,0.17,-8.0,Low Priority,444885
2.43,192.99,41,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.08,No Discount (Sure Thing),454934
2.0,212.08,38,1,1,0,0,0.79,0.8,-0.01,Do Not Disturb,0.82,-15.68,No Discount (Sure Thing),458762
0.47,0.0,48,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.95,Low Priority,460072
3.0,31.41,31,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.75,No Discount (Sure Thing),461559
1.4,0.0,50,0,0,0,1,0.21,0.12,0.09,Persuadable,0.13,-6.18,Low Priority,462894
1.65,0.0,30,0,0,0,1,0.22,0.13,0.09,Persuadable,0.14,-5.74,Low Priority,463867
1.87,0.0,41,0,0,1,0,0.23,0.13,0.1,Persuadable,0.14,-4.55,Low Priority,472394
2.73,0.0,49,0,1,0,0,0.23,0.15,0.09,Persuadable,0.17,-6.05,Low Priority,476104
22.43,0.0,32,0,1,1,0,0.58,0.28,0.3,Persuadable,0.42,15.04,Give Discount,485891
3.07,512.94,53,1,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.32,No Discount (Sure Thing),495386
2.25,0.0,41,1,0,0,0,0.23,0.16,0.07,Sure Thing,0.18,-8.3,Low Priority,496016
2.15,0.0,36,1,0,0,0,0.22,0.16,0.06,Sure Thing,0.18,-8.83,Low Priority,498574
0.85,0.0,43,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.4,Low Priority,501897
0.62,0.0,31,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,504665
5.03,1196.64,36,1,1,1,0,0.89,0.92,-0.03,Do Not Disturb,0.92,-18.01,No Discount (Sure Thing),511803
1.22,0.0,16,0,1,0,0,0.09,0.1,-0.02,Do Not Disturb,0.11,-16.67,Avoid (Do Not Disturb),511878
4.45,635.13,51,1,1,1,0,0.9,0.93,-0.02,Do Not Disturb,0.92,-17.15,No Discount (Sure Thing),511902
1.47,0.0,29,0,0,0,0,0.23,0.13,0.11,Persuadable,0.14,-4.41,Low Priority,512078
0.78,0.0,47,1,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,512173
2.7,0.0,36,0,0,0,0,0.25,0.16,0.09,Persuadable,0.18,-6.33,Low Priority,512463
3.55,0.0,36,0,0,0,0,0.25,0.16,0.09,Persuadable,0.18,-5.68,Low Priority,512587
3.37,640.49,33,1,0,1,0,0.92,0.92,-0.0,Lost Cause,0.93,-15.35,No Discount (Sure Thing),512999
1.63,252.32,48,0,0,0,1,0.08,0.12,-0.04,Do Not Disturb,0.07,-19.23,Avoid (Do Not Disturb),513964
1.62,0.0,75,0,0,1,1,0.37,0.18,0.2,Persuadable,0.18,4.56,Give Discount,514021
0.62,0.0,41,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,514210
2.38,0.0,51,1,1,0,0,0.24,0.16,0.09,Persuadable,0.17,-6.39,Low Priority,514318
0.23,0.0,41,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.37,Low Priority,515985
0.75,0.0,31,1,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.2,Avoid (Do Not Disturb),516001
0.73,0.0,49,1,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,516105
2.83,391.52,40,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.37,No Discount (Sure Thing),516211
2.1,0.0,31,0,1,0,0,0.23,0.15,0.08,Persuadable,0.15,-6.74,Low Priority,516243
1.92,0.0,23,1,1,0,0,0.27,0.15,0.12,Persuadable,0.16,-3.26,Low Priority,516283
2.22,0.0,25,0,1,0,0,0.24,0.15,0.08,Persuadable,0.15,-6.81,Low Priority,516765
2.37,334.95,53,1,1,1,0,0.9,0.93,-0.03,Do Not Disturb,0.93,-17.85,No Discount (Sure Thing),517061
2.82,308.75,39,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.05,No Discount (Sure Thing),518015
0.47,0.0,55,1,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.6,Low Priority,518196
1.87,0.0,62,1,1,0,0,0.19,0.16,0.03,Sure Thing,0.16,-11.75,Low Priority,518450
2.22,396.77,43,1,1,1,1,0.88,0.92,-0.04,Do Not Disturb,0.92,-18.94,No Discount (Sure Thing),518480
2.3,0.0,53,0,0,0,0,0.26,0.15,0.11,Persuadable,0.18,-4.42,Low Priority,518526
2.53,699.41,36,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.58,No Discount (Sure Thing),518870
1.72,0.0,39,1,1,0,0,0.25,0.13,0.11,Persuadable,0.15,-3.57,Low Priority,519596
2.87,139.18,44,1,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.81,No Discount (Sure Thing),519747
4.93,173.79,56,0,1,1,0,0.89,0.92,-0.03,Do Not Disturb,0.91,-17.63,No Discount (Sure Thing),519846
1.42,0.0,42,0,0,0,0,0.22,0.12,0.1,Persuadable,0.13,-5.06,Low Priority,519848
1.27,0.0,43,1,0,0,0,0.18,0.12,0.06,Sure Thing,0.13,-8.95,Low Priority,520397
1.15,0.0,23,0,0,0,0,0.1,0.05,0.05,Sure Thing,0.06,-9.77,Low Priority,520603
2.2,0.0,28,0,0,0,1,0.25,0.16,0.09,Persuadable,0.17,-5.88,Low Priority,520762
2.63,1121.76,47,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.92,-16.03,No Discount (Sure Thing),521434
2.68,0.0,33,0,0,0,0,0.25,0.16,0.09,Persuadable,0.17,-6.19,Low Priority,521663
1.23,0.0,37,1,0,1,1,0.13,0.13,-0.0,Lost Cause,0.14,-15.22,Avoid (Do Not Disturb),521695
0.6,0.0,23,1,0,0,0,0.0,0.0,0.0,Lost Cause,0.01,-14.98,Low Priority,521963
1.1,0.0,38,1,1,0,0,0.06,0.04,0.03,Sure Thing,0.04,-12.07,Low Priority,522086
1.35,0.0,45,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,-7.22,Low Priority,522201
1.25,0.0,33,0,0,0,0,0.11,0.12,-0.0,Lost Cause,0.13,-15.32,Avoid (Do Not Disturb),522315
0.85,0.0,30,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.34,Low Priority,523077
2.52,427.98,30,0,0,1,0,0.91,0.92,-0.01,Do Not Disturb,0.93,-16.29,No Discount (Sure Thing),524861
1.82,0.0,43,1,0,0,0,0.24,0.13,0.11,Persuadable,0.14,-4.1,Low Priority,526062
0.25,0.0,39,1,0,0,1,0.01,0.0,0.0,Sure Thing,0.01,-14.53,Low Priority,527467
3.22,389.39,41,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.33,No Discount (Sure Thing),528490
3.23,1043.69,66,0,0,1,1,0.88,0.76,0.12,Persuadable,0.84,-3.16,No Discount (Sure Thing),528842
1.12,0.0,16,0,0,0,0,0.08,0.05,0.03,Sure Thing,0.05,-11.71,Low Priority,528909
1.22,0.0,50,1,1,0,0,0.12,0.11,0.01,Sure Thing,0.13,-14.22,Low Priority,530329
1.33,0.0,38,1,1,0,0,0.21,0.13,0.08,Persuadable,0.14,-6.66,Low Priority,530667
1.3,0.0,35,0,1,0,0,0.21,0.12,0.08,Persuadable,0.13,-6.53,Low Priority,530881
0.28,0.0,44,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.43,Low Priority,531027
1.93,0.0,39,0,0,0,0,0.23,0.14,0.09,Persuadable,0.14,-5.76,Low Priority,533490
2.0,602.15,46,1,0,0,0,0.76,0.82,-0.07,Do Not Disturb,0.82,-21.84,No Discount (Sure Thing),533542
0.6,0.0,36,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,534688
1.75,0.0,56,1,0,0,0,0.22,0.13,0.08,Persuadable,0.14,-6.72,Low Priority,535003
0.65,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,535051
0.62,0.0,20,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.4,Low Priority,535737
0.85,0.0,25,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,536212
2.98,361.49,58,0,0,1,0,0.91,0.92,-0.01,Do Not Disturb,0.92,-16.45,No Discount (Sure Thing),537688
1.13,0.0,49,0,0,0,0,0.08,0.02,0.06,Sure Thing,0.03,-9.16,Low Priority,538260
2.72,129.12,58,1,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.76,No Discount (Sure Thing),538274
2.78,695.16,39,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.47,No Discount (Sure Thing),538529
0.63,0.0,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.5,Low Priority,538944
1.7,0.0,16,0,0,0,0,0.19,0.11,0.07,Sure Thing,0.12,-7.74,Low Priority,539304
2.25,424.32,39,0,0,1,0,0.88,0.92,-0.05,Do Not Disturb,0.92,-19.52,No Discount (Sure Thing),539320
1.33,0.0,46,0,0,0,0,0.21,0.12,0.09,Persuadable,0.13,-6.18,Low Priority,540622
2.62,269.19,41,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.35,No Discount (Sure Thing),541505
0.63,0.0,50,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.22,Low Priority,541540
0.4,0.0,57,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.15,Low Priority,542196
1.73,0.0,35,1,1,0,0,0.24,0.14,0.1,Persuadable,0.16,-5.11,Low Priority,542326
0.38,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),542815
1.18,0.0,19,0,0,0,0,0.09,0.06,0.03,Sure Thing,0.07,-12.0,Low Priority,543660
0.63,0.0,48,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.38,Low Priority,544254
4.37,492.56,37,0,1,1,1,0.9,0.93,-0.02,Do Not Disturb,0.92,-17.32,No Discount (Sure Thing),544926
0.98,0.0,16,0,0,0,1,0.01,0.01,-0.0,Lost Cause,0.01,-15.28,Avoid (Do Not Disturb),545089
0.77,0.0,50,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.22,Low Priority,545249
0.25,0.0,32,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.64,Low Priority,545300
1.23,0.0,73,1,0,0,0,0.13,0.13,0.0,Sure Thing,0.14,-14.54,Low Priority,545763
3.68,0.0,51,1,1,1,0,0.25,0.15,0.1,Persuadable,0.17,-4.94,Low Priority,546256
2.47,0.0,24,0,0,0,0,0.23,0.14,0.09,Persuadable,0.15,-5.97,Low Priority,547201
5.93,0.0,51,1,1,1,0,0.25,0.14,0.11,Persuadable,0.17,-3.53,Low Priority,548222
0.87,0.0,28,1,0,0,1,0.01,0.0,0.0,Lost Cause,0.01,-14.8,Low Priority,549058
1.28,0.0,46,0,0,0,1,0.19,0.11,0.08,Persuadable,0.12,-6.94,Low Priority,549611
8.02,649.9,48,1,1,1,0,0.91,0.92,-0.01,Do Not Disturb,0.92,-15.89,No Discount (Sure Thing),549631
2.87,96.76,35,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.32,No Discount (Sure Thing),549797
1.1,0.0,33,0,0,0,0,0.05,0.03,0.02,Sure Thing,0.03,-12.97,Low Priority,550105
0.28,0.0,16,0,1,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.33,Avoid (Do Not Disturb),551978
2.12,486.16,53,1,1,1,0,0.88,0.89,-0.01,Do Not Disturb,0.89,-16.01,No Discount (Sure Thing),554026
1.12,0.0,39,0,0,0,0,0.08,0.03,0.05,Sure Thing,0.03,-9.58,Low Priority,554853
9.2,101.37,42,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.92,-15.69,No Discount (Sure Thing),556824
1.73,0.0,43,0,0,0,0,0.23,0.12,0.11,Persuadable,0.13,-3.91,Low Priority,557107
2.15,0.0,39,1,0,0,0,0.22,0.16,0.07,Sure Thing,0.17,-8.33,Low Priority,557282
1.28,0.0,47,1,0,0,0,0.19,0.12,0.07,Sure Thing,0.13,-8.11,Low Priority,558018
0.63,0.0,16,0,1,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.33,Avoid (Do Not Disturb),559432
2.13,644.05,43,0,0,1,0,0.89,0.9,-0.01,Do Not Disturb,0.88,-15.85,No Discount (Sure Thing),559981
1.13,0.0,45,1,0,0,0,0.09,0.03,0.06,Sure Thing,0.03,-8.99,Low Priority,560291
3.3,261.26,37,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.96,No Discount (Sure Thing),560511
7.48,372.16,19,0,0,1,0,0.87,0.89,-0.03,Do Not Disturb,0.9,-17.8,No Discount (Sure Thing),561687
2.42,202.89,48,1,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.83,No Discount (Sure Thing),563544
1.42,198.32,40,0,0,0,0,0.08,0.12,-0.04,Do Not Disturb,0.06,-18.83,Avoid (Do Not Disturb),563787
2.27,0.0,40,0,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.82,Low Priority,564252
2.65,652.2,32,0,0,1,0,0.92,0.92,-0.01,Do Not Disturb,0.93,-15.85,No Discount (Sure Thing),565251
1.35,0.0,30,0,1,0,1,0.23,0.12,0.1,Persuadable,0.13,-4.54,Low Priority,565764
0.87,0.0,62,1,1,0,1,0.01,0.01,0.01,Sure Thing,0.01,-14.42,Low Priority,566432
0.25,0.0,32,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.64,Low Priority,567943
0.25,0.0,45,1,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,568064
0.38,0.0,52,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.74,Low Priority,568463
5.13,580.68,40,1,1,1,0,0.9,0.92,-0.02,Do Not Disturb,0.92,-17.13,No Discount (Sure Thing),569572
3.38,0.0,35,1,0,0,0,0.24,0.17,0.08,Sure Thing,0.18,-7.41,Low Priority,569817
1.23,0.0,27,0,0,0,0,0.11,0.12,-0.01,Do Not Disturb,0.13,-15.6,Avoid (Do Not Disturb),571757
1.15,0.0,40,1,1,0,0,0.11,0.05,0.06,Sure Thing,0.06,-8.99,Low Priority,573922
0.63,0.0,41,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,574003
0.6,0.0,38,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.7,Low Priority,575923
2.17,99.94,50,1,1,1,0,0.88,0.91,-0.03,Do Not Disturb,0.91,-18.33,No Discount (Sure Thing),576103
2.35,380.13,44,1,1,1,0,0.91,0.93,-0.03,Do Not Disturb,0.93,-17.51,No Discount (Sure Thing),576541
3.08,0.0,44,0,0,1,0,0.25,0.15,0.1,Persuadable,0.18,-4.8,Low Priority,577255
3.05,701.01,42,0,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.92,-17.13,No Discount (Sure Thing),577287
0.37,0.0,32,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.64,Low Priority,577539
2.1,0.0,40,0,1,0,0,0.22,0.14,0.09,Persuadable,0.16,-6.16,Low Priority,577625
1.63,0.0,27,1,1,0,0,0.27,0.14,0.14,Persuadable,0.15,-1.48,Low Priority,577901
0.5,0.0,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.44,Low Priority,578503
2.42,663.11,48,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.9,No Discount (Sure Thing),581269
0.35,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),581461
4.67,376.75,42,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.65,No Discount (Sure Thing),581721
0.35,0.0,66,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.45,Low Priority,581729
1.4,0.0,54,1,1,0,0,0.2,0.13,0.07,Sure Thing,0.15,-8.13,Low Priority,581770
3.52,348.87,52,1,0,1,0,0.92,0.93,-0.01,Lost Cause,0.93,-15.54,No Discount (Sure Thing),581901
0.78,0.0,40,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.38,Low Priority,582577
1.65,0.0,53,0,0,0,0,0.23,0.12,0.11,Persuadable,0.13,-4.48,Low Priority,584549
12.52,688.09,54,1,1,1,0,0.93,0.92,0.01,Sure Thing,0.92,-14.38,No Discount (Sure Thing),584843
2.48,212.25,41,0,0,1,0,0.92,0.93,-0.02,Do Not Disturb,0.93,-16.55,No Discount (Sure Thing),586124
