session_duration,page_clicks,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,expected_value,user_id
2.25,18,666.57,43,1,0,1,0,0.87,0.93,-0.06,Do Not Disturb,0.92,No Discount (Sure Thing),93.39,541289
3.5,28,249.97,32,0,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,545300
2.5,20,701.29,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,546127
2.77,22,660.25,41,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,548434
2.57,21,555.58,39,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,556906
9.3,76,668.53,49,1,1,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),93.9,558362
1.68,14,319.22,43,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.07,561243
2.47,20,1133.14,39,1,1,1,0,0.91,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.52,563736
2.85,23,707.31,65,0,0,1,1,0.95,0.94,0.01,Sure Thing,0.93,No Discount (Sure Thing),94.03,565070
2.08,17,71.03,36,0,0,1,1,0.86,0.92,-0.06,Do Not Disturb,0.92,No Discount (Sure Thing),91.82,566008
3.05,24,1131.71,62,1,1,1,0,0.92,0.94,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),93.94,566432
2.67,21,307.8,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,570219
2.55,20,92.18,30,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.07,572744
2.47,20,546.96,47,1,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.81,578947
2.92,23,417.77,58,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.04,579829
4.13,33,232.67,38,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.84,581438
3.1,25,197.48,37,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,582484
2.22,18,124.89,53,0,0,1,0,0.88,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.66,584549
5.25,43,284.12,47,0,1,1,1,0.93,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.31,588391
2.62,21,21.7,56,1,0,1,0,0.95,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.3,600304
2.37,19,680.78,38,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.77,601673
2.95,25,509.34,36,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.91,602769
3.97,32,447.13,36,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.61,609262
1.52,12,318.53,38,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.07,614828
4.08,34,688.13,44,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.6,616795
2.58,21,360.11,45,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,622464
6.05,48,624.36,53,1,0,1,0,0.92,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.13,636078
2.62,21,209.61,39,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.11,637457
2.58,21,837.38,38,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.88,637687
2.92,24,82.72,37,0,1,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.17,638140
1.92,15,308.76,31,0,0,0,0,0.17,0.32,-0.15,Do Not Disturb,0.26,Avoid (Do Not Disturb),32.22,638162
3.02,24,261.7,42,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,638874
2.08,17,277.05,40,1,1,1,1,0.89,0.91,-0.02,Do Not Disturb,0.9,No Discount (Sure Thing),90.86,316527
2.65,21,30.82,45,0,1,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.27,380757
4.18,34,590.55,33,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.66,476124
4.1,33,225.0,35,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.82,488827
2.67,21,304.05,40,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,491930
2.6,21,751.46,47,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.9,495727
3.12,25,605.93,40,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.86,500972
2.6,21,1073.94,44,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.86,509516
2.92,23,91.37,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.1,513030
7.17,58,222.52,33,1,0,1,1,0.94,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.39,515200
2.35,19,477.56,40,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.99,518579
1.6,13,607.1,37,0,0,0,0,0.03,0.01,0.02,Sure Thing,0.0,No Action,0.93,521743
2.13,17,6966.58,50,0,0,0,0,0.78,0.53,0.25,Persuadable,0.55,Give Discount,58.2,528743
3.58,29,27.05,54,1,1,1,0,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),95.28,528942
3.38,27,109.57,44,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.09,536782
3.23,26,121.49,44,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.13,536843
2.98,24,240.17,51,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,539283
2.53,21,250.7,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,543352
2.65,22,755.6,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,543937
11.85,96,205.66,51,0,0,1,0,0.96,0.94,0.02,Sure Thing,0.94,No Discount (Sure Thing),93.6,546688
3.0,24,102.72,36,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.1,548504
2.83,23,540.81,16,0,0,1,1,0.96,0.92,0.04,Sure Thing,0.93,No Discount (Sure Thing),92.02,551729
3.03,25,1720.21,51,0,0,1,1,0.94,0.92,0.01,Sure Thing,0.93,No Discount (Sure Thing),92.44,552944
2.63,21,683.89,47,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,553219
6.88,56,50.36,52,0,0,1,0,0.92,0.94,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.29,556015
5.08,40,593.75,40,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.6,556347
3.6,29,468.93,29,0,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.59,557932
2.3,19,219.91,36,1,1,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.09,560854
2.23,18,609.58,40,0,1,1,0,0.9,0.93,-0.04,Do Not Disturb,0.92,No Discount (Sure Thing),93.29,561331
4.38,36,293.66,28,0,0,1,0,0.94,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.48,563773
2.02,17,104.49,38,0,0,1,0,0.78,0.88,-0.1,Do Not Disturb,0.86,No Discount (Sure Thing),88.34,571888
2.15,17,93.11,52,1,0,1,0,0.88,0.9,-0.02,Do Not Disturb,0.9,No Discount (Sure Thing),90.08,577074
4.63,37,380.0,27,0,1,1,0,0.94,0.94,-0.0,Sure Thing,0.94,No Discount (Sure Thing),94.44,579323
5.05,41,316.68,36,1,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.53,581527
2.55,21,52.65,25,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.03,586672
2.08,17,634.94,44,1,1,1,0,0.89,0.9,-0.01,Sure Thing,0.89,No Discount (Sure Thing),90.03,593385
7.08,57,311.78,51,1,0,1,0,0.94,0.94,-0.0,Sure Thing,0.94,No Discount (Sure Thing),94.16,596153
3.18,25,573.41,52,0,0,1,0,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.97,597878
2.27,18,545.05,29,0,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.66,601917
5.3,42,100.3,20,0,0,1,0,0.94,0.93,0.0,Sure Thing,0.94,No Discount (Sure Thing),93.37,605776
2.62,21,153.98,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.17,613383
12.38,100,396.67,46,0,1,1,0,0.96,0.94,0.01,Sure Thing,0.94,No Discount (Sure Thing),94.11,614748
2.2,18,300.07,35,0,0,1,0,0.88,0.94,-0.06,Do Not Disturb,0.93,No Discount (Sure Thing),93.57,619918
4.32,35,286.22,42,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.64,626519
3.05,24,333.01,62,1,1,1,0,0.94,0.94,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.47,640649
2.23,18,350.44,46,0,0,1,0,0.89,0.94,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.57,441982
2.15,17,41.78,45,1,0,1,0,0.87,0.91,-0.04,Do Not Disturb,0.9,No Discount (Sure Thing),90.89,453168
2.45,20,3154.87,40,1,0,1,0,0.88,0.84,0.04,Sure Thing,0.82,No Discount (Sure Thing),83.87,459229
2.77,22,92.07,30,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,475060
4.93,40,134.64,36,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.79,475531
5.1,41,87.49,45,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.58,491182
3.58,29,251.13,35,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.91,499028
2.0,16,424.63,32,0,1,1,0,0.84,0.77,0.07,Persuadable,0.78,No Discount (Sure Thing),77.34,512791
3.0,24,133.72,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.17,513791
6.35,51,1189.66,37,0,0,1,0,0.92,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),93.78,514515
2.03,17,501.35,37,0,0,1,0,0.81,0.88,-0.07,Do Not Disturb,0.86,No Discount (Sure Thing),87.57,514980
2.32,19,571.72,38,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,515639
6.95,56,15.59,47,1,0,1,0,0.93,0.94,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.49,516006
3.6,28,212.21,52,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,518281
2.02,16,95.22,54,1,0,1,0,0.79,0.82,-0.03,Do Not Disturb,0.82,No Discount (Sure Thing),81.81,521509
3.2,26,581.98,46,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,521708
2.75,22,106.15,33,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.13,522315
2.65,21,188.13,31,0,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.96,522523
3.95,32,92.16,41,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.02,523819
2.32,18,88.25,42,1,1,1,1,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.88,524834
1.97,16,519.25,43,1,0,1,0,0.52,0.77,-0.25,Do Not Disturb,0.76,No Discount (Sure Thing),77.25,526367
2.5,20,499.18,43,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,528999
2.47,20,480.82,45,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,530277
2.25,18,697.78,51,1,0,1,0,0.88,0.93,-0.05,Do Not Disturb,0.92,No Discount (Sure Thing),93.38,532119
2.35,19,369.12,38,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,537414
2.23,18,93.86,44,1,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.56,541326
2.1,17,379.37,55,0,0,1,0,0.88,0.91,-0.04,Do Not Disturb,0.91,No Discount (Sure Thing),91.3,546161
2.5,20,120.21,41,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,549482
3.1,25,255.68,39,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.01,550805
2.6,21,96.79,45,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.12,562886
1.13,9,326.47,48,0,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,0.2,563735
2.9,24,292.88,38,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,578549
2.62,21,1152.05,41,1,1,1,0,0.91,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.52,584530
2.62,21,177.63,50,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.07,586122
2.52,21,350.51,39,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,589404
3.12,25,340.32,40,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,590163
1.25,10,181.83,53,1,0,0,0,0.03,0.0,0.02,Sure Thing,0.01,No Action,0.17,597946
2.47,20,550.8,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,598881
2.6,21,92.29,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.1,598911
1.93,16,250.5,33,1,0,1,1,0.6,0.79,-0.2,Do Not Disturb,0.79,No Discount (Sure Thing),79.36,600057
2.25,18,118.15,46,1,0,1,0,0.89,0.94,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.54,623949
2.92,24,436.8,44,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.04,637086
2.63,21,224.06,40,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.09,642679
3.28,26,41.64,31,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.08,174997
2.08,16,114.28,36,1,0,1,0,0.81,0.84,-0.03,Do Not Disturb,0.85,No Discount (Sure Thing),83.68,425953
3.02,25,459.17,53,1,0,0,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,451291
2.53,21,633.58,44,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,477730
2.53,20,484.81,44,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,500828
1.48,12,615.52,54,1,0,0,0,0.02,0.0,0.02,Sure Thing,0.0,No Action,0.17,506704
5.05,41,635.43,51,1,1,1,0,0.91,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.32,508877
2.75,22,121.2,44,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,513220
5.5,43,532.98,37,0,0,1,0,0.92,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.38,514002
2.35,19,683.87,37,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,516057
2.13,17,685.03,23,0,0,1,0,0.9,0.89,0.01,Sure Thing,0.88,No Discount (Sure Thing),89.25,520719
3.32,27,659.34,55,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,521379
1.97,16,409.57,45,1,0,1,0,0.52,0.79,-0.27,Do Not Disturb,0.77,No Discount (Sure Thing),79.35,528706
2.5,20,342.5,49,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.93,538147
2.77,22,145.67,47,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.17,539460
3.47,28,1620.68,45,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.59,541699
2.63,21,214.92,25,1,0,1,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.76,541878
2.57,20,38.52,45,1,1,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.26,547862
3.03,25,645.95,37,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,554163
1.25,10,239.5,46,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.1,556268
2.5,20,345.29,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,558920
2.57,21,677.81,46,1,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.71,561896
2.62,21,115.49,48,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.13,561994
6.62,54,422.71,37,0,0,1,0,0.93,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.21,565573
2.0,16,367.97,53,1,1,1,0,0.79,0.8,-0.01,Sure Thing,0.8,No Discount (Sure Thing),79.7,568004
3.02,24,174.29,30,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,570226
2.35,19,150.56,35,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,570346
2.58,21,736.74,53,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.88,590471
5.52,44,214.39,39,0,0,1,0,0.91,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.46,605439
2.72,22,698.71,45,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,605494
2.03,17,1104.28,37,0,1,1,0,0.76,0.83,-0.07,Do Not Disturb,0.8,No Discount (Sure Thing),83.14,605945
3.28,27,44.83,39,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.13,611852
5.2,42,290.29,39,0,0,1,0,0.92,0.94,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.49,612685
3.85,32,24.54,42,0,1,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.35,613275
1.97,16,367.93,47,1,1,1,0,0.6,0.76,-0.16,Do Not Disturb,0.77,No Discount (Sure Thing),76.46,614412
2.08,17,608.76,45,0,0,1,1,0.88,0.91,-0.03,Do Not Disturb,0.91,No Discount (Sure Thing),90.68,623850
2.18,18,1192.01,55,0,0,1,0,0.89,0.93,-0.05,Do Not Disturb,0.92,No Discount (Sure Thing),93.1,626645
2.93,24,171.91,19,0,1,1,0,0.95,0.94,0.01,Sure Thing,0.94,No Discount (Sure Thing),93.82,641012
1.25,10,277.28,49,1,0,0,0,0.02,0.0,0.02,Sure Thing,0.01,No Action,0.2,641106
10.43,85,783.19,25,0,0,1,0,0.92,0.94,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),93.93,642553
3.68,30,396.99,34,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.91,646933
10.97,91,545.77,27,0,0,1,0,0.96,0.94,0.02,Sure Thing,0.94,No Discount (Sure Thing),93.65,430722
3.35,27,397.37,31,0,0,0,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.77,452532
2.45,20,77.23,16,0,0,1,0,0.92,0.93,-0.01,Sure Thing,0.92,No Discount (Sure Thing),92.63,474007
2.15,17,233.16,40,0,0,1,0,0.89,0.91,-0.02,Do Not Disturb,0.91,No Discount (Sure Thing),90.87,510836
2.9,24,714.98,26,0,0,1,0,0.96,0.95,0.01,Sure Thing,0.95,No Discount (Sure Thing),94.8,516301
3.12,25,578.28,29,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.82,518074
2.22,18,233.25,48,1,1,1,0,0.89,0.93,-0.04,Do Not Disturb,0.92,No Discount (Sure Thing),93.39,518827
2.35,19,560.53,36,0,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.82,519799
2.1,17,90.17,42,0,0,1,0,0.89,0.91,-0.02,Do Not Disturb,0.91,No Discount (Sure Thing),91.12,521316
1.67,13,251.57,49,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.2,522375
2.58,21,440.5,44,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,524572
4.62,38,858.01,42,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.64,525920
2.72,21,83.57,30,0,1,1,1,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.03,527187
2.65,22,594.68,28,0,0,1,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.82,527518
4.33,35,341.04,39,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.64,528661
4.33,35,464.52,40,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.7,534351
3.85,30,67.59,36,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.05,535099
2.57,21,202.99,38,0,1,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.1,535502
2.82,23,315.48,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,539864
3.23,26,1108.78,36,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.82,541649
2.93,24,623.67,38,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),95.0,548109
3.1,25,715.38,36,1,1,0,0,0.92,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.73,550514
4.98,40,1484.54,43,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.55,552313
2.2,18,618.77,56,1,0,1,0,0.87,0.94,-0.06,Do Not Disturb,0.93,No Discount (Sure Thing),93.59,552348
4.63,37,674.18,38,1,0,1,1,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.59,554141
2.22,18,760.9,57,1,1,1,0,0.82,0.93,-0.11,Do Not Disturb,0.91,No Discount (Sure Thing),93.04,555277
3.85,31,30.44,52,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.27,560991
1.23,10,622.22,48,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.17,563731
4.08,33,496.43,36,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.67,571864
4.03,33,480.79,49,1,1,1,0,0.92,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.7,579065
3.0,24,114.79,41,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.19,580460
3.05,24,381.9,40,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.99,582577
2.5,21,119.6,31,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.94,586732
2.37,19,124.69,40,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.21,589405
2.18,18,131.54,45,1,0,1,0,0.9,0.93,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.48,590954
2.98,24,151.23,39,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,595386
2.65,22,503.67,46,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,600351
3.12,26,464.45,32,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,604388
7.88,63,286.86,44,0,0,1,0,0.94,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.21,619079
2.8,23,436.97,49,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,640849
2.77,22,518.94,54,1,1,1,0,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.95,648852
4.42,36,728.4,16,0,0,1,0,0.93,0.9,0.03,Sure Thing,0.92,No Discount (Sure Thing),90.29,229009
10.15,83,870.59,31,0,1,1,0,0.91,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.08,389759
1.97,16,110.03,31,0,0,0,1,0.62,0.78,-0.16,Do Not Disturb,0.75,No Discount (Sure Thing),77.57,458814
2.07,16,250.37,54,1,1,1,0,0.8,0.81,-0.01,Sure Thing,0.86,No Discount (Sure Thing),81.48,505771
4.08,32,104.72,26,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.75,510972
2.47,20,711.62,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,511805
2.2,18,72.49,41,1,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.86,515985
1.97,16,1200.2,46,1,1,0,0,0.45,0.66,-0.21,Do Not Disturb,0.6,Avoid (Do Not Disturb),66.03,516368
2.35,19,629.17,37,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.97,517076
8.08,66,368.59,35,0,0,1,0,0.94,0.94,-0.0,Sure Thing,0.94,No Discount (Sure Thing),94.12,517581
2.43,20,133.73,50,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,518406
5.35,43,334.89,46,1,0,1,0,0.93,0.94,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.47,520532
2.17,18,346.55,34,0,0,1,0,0.88,0.93,-0.05,Do Not Disturb,0.92,No Discount (Sure Thing),93.44,527142
3.78,30,73.86,35,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.07,528567
3.87,31,567.69,47,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.89,537676
3.33,27,468.36,26,0,1,1,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.67,540347
3.68,30,209.94,47,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.08,542795
2.12,17,1297.14,48,1,0,0,0,0.85,0.88,-0.02,Do Not Disturb,0.88,No Discount (Sure Thing),87.78,544254
